oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won,home_team_rank_FIFA,away_team_rank_FIFA,home_score,away_score,diff_score,home_points,away_points
soccer/north-central-america/concacaf-nations-league-2019-2020/antigua-and-barbuda-aruba-llBTlVYu,09.09.2019,Antigua and Barbuda,Aruba,2:1,1.76,3.78,3.73,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-09,2019-09,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.76,True,125.25,193.125,2.0,1.0,1.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/belize-grenada-dMnhKJTl,09.09.2019,Belize,Grenada,1:2,1.89,3.36,3.56,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-09,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,3.56,False,166.75,166.125,1.0,2.0,1.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/aruba-guyana-YyyKURmO,07.09.2019,Aruba,Guyana,0:1,3.16,3.25,2.07,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-07,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,2.07,True,193.125,173.625,0.0,1.0,1.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/jamaica-antigua-and-barbuda-CSZNTo3U,07.09.2019,Jamaica,Antigua and Barbuda,6:0,1.1,7.94,13.89,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-07,2019-09,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.1,True,50.5,125.25,6.0,0.0,6.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/montserrat-dominican-republic-URSSWdDf,07.09.2019,Montserrat,Dominican Republic,2:1,3.35,3.69,1.87,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-07,2019-09,north-central-america,2020,concacaf-nations-league-2019,1,0.0,3.35,False,191.75,155.125,2.0,1.0,1.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/dominica-suriname-vwQB18Io,05.09.2019,Dominica,Suriname,1:2,2.9,3.19,2.24,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=WAHHsQuB,2019-09-05,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,2.24,True,167.8125,147.875,1.0,2.0,1.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/mexico-bermuda-t8ith1pd,20.11.2019,Mexico,Bermuda,2:1,1.01,13.34,41.27,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-11-20,2019-11,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.01,True,13.75,171.25,2.0,1.0,1.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/cuba-usa-fBJh15N9,20.11.2019,Cuba,USA,0:4,30.16,13.14,1.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-11-20,2019-11,north-central-america,2020,concacaf-nations-league-2019,2,2.0,1.01,True,177.125,23.625,0.0,4.0,4.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/costa-rica-haiti-A189SsM8,18.11.2019,Costa Rica,Haiti,1:1,1.43,3.8,6.9,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-11-18,2019-11,north-central-america,2020,concacaf-nations-league-2019,N,1.0,3.8,False,42.5,91.625,1.0,1.0,0.0,1.0,1.0
soccer/north-central-america/concacaf-nations-league-2019-2020/panama-mexico-UXmxgsVk,16.11.2019,Panama,Mexico,0:3,4.62,3.32,1.71,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-11-16,2019-11,north-central-america,2020,concacaf-nations-league-2019,2,2.0,1.71,True,77.25,13.75,0.0,3.0,3.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/usa-canada-t8Fl2o83,16.11.2019,USA,Canada,4:1,1.6,3.73,4.78,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-11-16,2019-11,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.6,True,23.625,75.375,4.0,1.0,3.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/mexico-panama-n9bXgNFq,16.10.2019,Mexico,Panama,3:1,1.18,5.85,12.66,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-10-16,2019-10,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.18,True,13.75,77.25,3.0,1.0,2.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/canada-usa-noGp3Rhc,16.10.2019,Canada,USA,2:0,3.15,3.23,2.11,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-10-16,2019-10,north-central-america,2020,concacaf-nations-league-2019,1,0.0,3.15,False,75.375,23.625,2.0,0.0,2.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/bermuda-mexico-p0C5b37S,12.10.2019,Bermuda,Mexico,1:5,30.03,11.84,1.03,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-10-12,2019-10,north-central-america,2020,concacaf-nations-league-2019,2,2.0,1.03,True,171.25,13.75,1.0,5.0,4.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/usa-cuba-8fHt47wi,12.10.2019,USA,Cuba,7:0,1.01,13.91,33.6,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-10-12,2019-10,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.01,True,23.625,177.125,7.0,0.0,7.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/haiti-costa-rica-G2RI5KEe,11.10.2019,Haiti,Costa Rica,1:1,4.01,3.25,1.83,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-10-11,2019-10,north-central-america,2020,concacaf-nations-league-2019,N,1.0,3.25,False,91.625,42.5,1.0,1.0,0.0,1.0,1.0
soccer/north-central-america/concacaf-nations-league-2019-2020/cuba-canada-6ZO7eFZj,11.09.2019,Cuba,Canada,0:1,29.76,18.1,1.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-09-11,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,1.01,True,177.125,75.375,0.0,1.0,1.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/panama-bermuda-GQ71aqhM,09.09.2019,Panama,Bermuda,0:2,1.06,10.16,17.51,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-09-09,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,17.51,False,77.25,171.25,0.0,2.0,2.0,0.0,3.0
soccer/north-central-america/concacaf-nations-league-2019-2020/canada-cuba-SrQ3deKp,08.09.2019,Canada,Cuba,6:0,1.01,17.92,52.08,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-09-08,2019-09,north-central-america,2020,concacaf-nations-league-2019,1,0.0,1.01,True,75.375,177.125,6.0,0.0,6.0,3.0,0.0
soccer/north-central-america/concacaf-nations-league-2019-2020/bermuda-panama-xz9c0PxG,06.09.2019,Bermuda,Panama,1:4,6.19,4.36,1.41,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=QXWPfihI,2019-09-06,2019-09,north-central-america,2020,concacaf-nations-league-2019,2,2.0,1.41,True,171.25,77.25,1.0,4.0,3.0,0.0,3.0
soccer/world/world-cup-2006/italy-france-4Y9TBwM5,09.07.2006,Italy,France,2:1,2.57,2.79,3.18,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-09,2006-07,world,2006,world-cup,1,0.0,2.57,True,7.090909090909091,4.909090909090909,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/germany-portugal-MPnHCJ6a,08.07.2006,Germany,Portugal,3:1,1.83,3.36,4.31,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-08,2006-07,world,2006,world-cup,1,0.0,1.83,True,12.727272727272727,8.636363636363637,3.0,1.0,2.0,3.0,0.0
soccer/world/world-cup-2006/portugal-france-hjrDDaig,05.07.2006,Portugal,France,0:1,3.84,2.87,2.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-05,2006-07,world,2006,world-cup,2,2.0,2.14,True,8.636363636363637,4.909090909090909,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/germany-italy-Eaq9Euxm,04.07.2006,Germany,Italy,0:2,2.43,2.87,3.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-04,2006-07,world,2006,world-cup,2,2.0,3.21,False,12.727272727272727,7.090909090909091,0.0,2.0,2.0,0.0,3.0
soccer/world/world-cup-2006/brazil-france-Wzf4FLMt,01.07.2006,Brazil,France,0:1,1.74,3.34,5.04,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-01,2006-07,world,2006,world-cup,2,2.0,5.04,False,1.0,4.909090909090909,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/england-portugal-fF2xK1EP,01.07.2006,England,Portugal,0:1,2.11,3.02,3.7,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-07-01,2006-07,world,2006,world-cup,2,2.0,3.7,False,6.909090909090909,8.636363636363637,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/germany-argentina-b3irdbMI,30.06.2006,Germany,Argentina,2:1,2.55,3.0,2.89,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-30,2006-06,world,2006,world-cup,1,0.0,2.55,True,12.727272727272727,4.363636363636363,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/italy-ukraine-xfjneIyP,30.06.2006,Italy,Ukraine,3:0,1.58,3.4,6.86,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-30,2006-06,world,2006,world-cup,1,0.0,1.58,True,7.090909090909091,26.454545454545453,3.0,0.0,3.0,3.0,0.0
soccer/world/world-cup-2006/brazil-ghana-hjMsbKi6,27.06.2006,Brazil,Ghana,3:0,1.26,5.23,10.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-27,2006-06,world,2006,world-cup,1,0.0,1.26,True,1.0,36.27272727272727,3.0,0.0,3.0,3.0,0.0
soccer/world/world-cup-2006/spain-france-WtLocv7C,27.06.2006,Spain,France,1:3,2.33,3.0,3.19,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-27,2006-06,world,2006,world-cup,2,2.0,3.19,False,7.7272727272727275,4.909090909090909,1.0,3.0,2.0,0.0,3.0
soccer/world/world-cup-2006/italy-australia-t8fRatNg,26.06.2006,Italy,Australia,1:0,1.53,3.72,6.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-26,2006-06,world,2006,world-cup,1,0.0,1.53,True,7.090909090909091,40.81818181818182,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/switzerland-ukraine-bTMwa0x0,26.06.2006,Switzerland,Ukraine,0:1,2.4,3.01,3.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-26,2006-06,world,2006,world-cup,2,2.0,3.14,False,24.272727272727273,26.454545454545453,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/england-ecuador-Kh6I12hs,25.06.2006,England,Ecuador,1:0,1.5,3.78,6.99,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-25,2006-06,world,2006,world-cup,1,0.0,1.5,True,6.909090909090909,33.72727272727273,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/portugal-netherlands-bq5M0M7m,25.06.2006,Portugal,Netherlands,1:0,3.11,3.05,2.38,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-25,2006-06,world,2006,world-cup,1,0.0,3.11,False,8.636363636363637,4.909090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/argentina-mexico-S0Ej6rpQ,24.06.2006,Argentina,Mexico,2:1,1.36,4.2,10.01,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-24,2006-06,world,2006,world-cup,1,0.0,1.36,True,4.363636363636363,12.727272727272727,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/germany-sweden-lAFn7OUJ,24.06.2006,Germany,Sweden,2:0,1.63,3.51,5.73,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R,2006-06-24,2006-06,world,2006,world-cup,1,0.0,1.63,True,12.727272727272727,16.454545454545453,2.0,0.0,2.0,3.0,0.0
soccer/world/world-cup-2006/saudi-arabia-spain-WC9iqLxD,23.06.2006,Saudi Arabia,Spain,0:1,16.11,6.68,1.15,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-23,2006-06,world,2006,world-cup,2,2.0,1.15,True,53.09090909090909,7.7272727272727275,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/ukraine-tunisia-rmDeruhJ,23.06.2006,Ukraine,Tunisia,1:0,1.61,3.55,6.1,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-23,2006-06,world,2006,world-cup,1,0.0,1.61,True,26.454545454545453,27.363636363636363,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/switzerland-south-korea-4hfOmqOs,23.06.2006,Switzerland,South Korea,2:0,2.01,2.87,4.3,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-23,2006-06,world,2006,world-cup,1,0.0,2.01,True,24.272727272727273,41.54545454545455,2.0,0.0,2.0,3.0,0.0
soccer/world/world-cup-2006/togo-france-SW2dhPFQ,23.06.2006,Togo,France,0:2,15.26,7.04,1.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-23,2006-06,world,2006,world-cup,2,2.0,1.14,True,55.45454545454545,4.909090909090909,0.0,2.0,2.0,0.0,3.0
soccer/world/world-cup-2006/croatia-australia-lGp2YNw1,22.06.2006,Croatia,Australia,2:2,2.23,3.2,2.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,N,1.0,3.2,False,20.545454545454547,40.81818181818182,2.0,2.0,0.0,1.0,1.0
soccer/world/world-cup-2006/japan-brazil-zDtbZ3Of,22.06.2006,Japan,Brazil,1:4,12.0,5.25,1.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,2,2.0,1.21,True,33.63636363636363,1.0,1.0,4.0,3.0,0.0,3.0
soccer/world/world-cup-2006/czech-republic-italy-nkL3r818,22.06.2006,Czech Republic,Italy,0:2,3.95,3.15,1.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,2,2.0,1.95,True,5.909090909090909,7.090909090909091,0.0,2.0,2.0,0.0,3.0
soccer/world/world-cup-2006/ghana-usa-pzv7sSGE,22.06.2006,Ghana,USA,2:1,2.2,3.25,2.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,1,0.0,2.2,True,36.27272727272727,16.90909090909091,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/iran-angola-CnReN6Pr,21.06.2006,Iran,Angola,1:1,2.4,3.1,2.6,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,N,1.0,3.1,False,32.63636363636363,56.27272727272727,1.0,1.0,0.0,1.0,1.0
soccer/world/world-cup-2006/portugal-mexico-dhzKvZfG,21.06.2006,Portugal,Mexico,2:1,2.2,2.62,3.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,1,0.0,2.2,True,8.636363636363637,12.727272727272727,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/netherlands-argentina-YD5GKD3p,21.06.2006,Netherlands,Argentina,0:0,3.4,3.0,2.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,N,1.0,3.0,False,4.909090909090909,4.363636363636363,0.0,0.0,0.0,1.0,1.0
soccer/world/world-cup-2006/sweden-england-ra9KTHtb,20.06.2006,Sweden,England,2:2,3.1,2.62,2.37,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-20,2006-06,world,2006,world-cup,N,1.0,2.62,False,16.454545454545453,6.909090909090909,2.0,2.0,0.0,1.0,1.0
soccer/world/world-cup-2006/costa-rica-poland-YuIkCGBN,20.06.2006,Costa Rica,Poland,1:2,4.5,3.3,1.66,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-20,2006-06,world,2006,world-cup,2,2.0,1.66,True,42.90909090909091,27.181818181818183,1.0,2.0,1.0,0.0,3.0
soccer/world/world-cup-2006/saudi-arabia-ukraine-baBqos80,19.06.2006,Saudi Arabia,Ukraine,0:4,7.0,3.75,1.4,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,2,2.0,1.4,True,53.09090909090909,26.454545454545453,0.0,4.0,4.0,0.0,3.0
soccer/world/world-cup-2006/spain-tunisia-xjAmp1N6,19.06.2006,Spain,Tunisia,3:1,1.3,4.0,9.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,1,0.0,1.3,True,7.7272727272727275,27.363636363636363,3.0,1.0,2.0,3.0,0.0
soccer/world/world-cup-2006/togo-switzerland-p8Dig50K,19.06.2006,Togo,Switzerland,0:2,6.5,3.6,1.44,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,2,2.0,1.44,True,55.45454545454545,24.272727272727273,0.0,2.0,2.0,0.0,3.0
soccer/world/world-cup-2006/france-south-korea-6HEmfooE,18.06.2006,France,South Korea,1:1,1.44,3.5,7.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,N,1.0,3.5,False,4.909090909090909,41.54545454545455,1.0,1.0,0.0,1.0,1.0
soccer/world/world-cup-2006/brazil-australia-tjsfzp9l,18.06.2006,Brazil,Australia,2:0,1.2,5.0,11.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,1,0.0,1.2,True,1.0,40.81818181818182,2.0,0.0,2.0,3.0,0.0
soccer/world/world-cup-2006/japan-croatia-bsKsyQgr,18.06.2006,Japan,Croatia,0:0,5.0,3.3,1.61,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,N,1.0,3.3,False,33.63636363636363,20.545454545454547,0.0,0.0,0.0,1.0,1.0
soccer/world/world-cup-2006/czech-republic-ghana-2yK8K491,17.06.2006,Czech Republic,Ghana,0:2,1.61,3.3,5.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-17,2006-06,world,2006,world-cup,2,2.0,5.0,False,5.909090909090909,36.27272727272727,0.0,2.0,2.0,0.0,3.0
soccer/world/world-cup-2006/portugal-iran-2VzGuFuA,17.06.2006,Portugal,Iran,2:0,1.3,4.0,9.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-17,2006-06,world,2006,world-cup,1,0.0,1.3,True,8.636363636363637,32.63636363636363,2.0,0.0,2.0,3.0,0.0
soccer/world/world-cup-2006/mexico-angola-OvxCteQ3,16.06.2006,Mexico,Angola,0:0,1.4,3.5,8.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-16,2006-06,world,2006,world-cup,N,1.0,3.5,False,12.727272727272727,56.27272727272727,0.0,0.0,0.0,1.0,1.0
soccer/world/world-cup-2006/sweden-paraguay-lxAGUcRi,15.06.2006,Sweden,Paraguay,1:0,1.9,3.1,3.6,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-15,2006-06,world,2006,world-cup,1,0.0,1.9,True,16.454545454545453,29.09090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/ecuador-costa-rica-xEOtExsB,15.06.2006,Ecuador,Costa Rica,3:0,1.93,3.18,3.97,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-15,2006-06,world,2006,world-cup,1,0.0,1.93,True,33.72727272727273,42.90909090909091,3.0,0.0,3.0,3.0,0.0
soccer/world/world-cup-2006/spain-ukraine-bFgSn3wl,14.06.2006,Spain,Ukraine,4:0,1.83,3.13,4.34,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-14,2006-06,world,2006,world-cup,1,0.0,1.83,True,7.7272727272727275,26.454545454545453,4.0,0.0,4.0,3.0,0.0
soccer/world/world-cup-2006/france-switzerland-AVYAW18D,13.06.2006,France,Switzerland,0:0,1.66,3.25,5.4,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,N,1.0,3.25,False,4.909090909090909,24.272727272727273,0.0,0.0,0.0,1.0,1.0
soccer/world/world-cup-2006/south-korea-togo-Wvz7Xsg7,13.06.2006,South Korea,Togo,2:1,1.97,3.09,3.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,1,0.0,1.97,True,41.54545454545455,55.45454545454545,2.0,1.0,1.0,3.0,0.0
soccer/world/world-cup-2006/brazil-croatia-ImxFu6oR,13.06.2006,Brazil,Croatia,1:0,1.4,3.5,8.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,1,0.0,1.4,True,1.0,20.545454545454547,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/australia-japan-vcwBtnWK,12.06.2006,Australia,Japan,3:1,2.5,3.15,2.8,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,1,0.0,2.5,True,40.81818181818182,33.63636363636363,3.0,1.0,2.0,3.0,0.0
soccer/world/world-cup-2006/italy-ghana-Y1F4Lpfe,12.06.2006,Italy,Ghana,2:0,1.52,3.4,6.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,1,0.0,1.52,True,7.090909090909091,36.27272727272727,2.0,0.0,2.0,3.0,0.0
soccer/world/world-cup-2006/usa-czech-republic-fBG0MQvk,12.06.2006,USA,Czech Republic,0:3,4.0,3.2,1.9,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,2,2.0,1.9,True,16.90909090909091,5.909090909090909,0.0,3.0,3.0,0.0,3.0
soccer/world/world-cup-2006/angola-portugal-rTKEsyBc,11.06.2006,Angola,Portugal,0:1,9.0,3.75,1.33,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-11,2006-06,world,2006,world-cup,2,2.0,1.33,True,56.27272727272727,8.636363636363637,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/serbia-and-montenegro-netherlands-K6PuRFQG,11.06.2006,Serbia and Montenegro,Netherlands,0:1,4.19,3.12,1.87,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-11,2006-06,world,2006,world-cup,2,2.0,1.87,True,44.333333333333336,4.909090909090909,0.0,1.0,1.0,0.0,3.0
soccer/world/world-cup-2006/england-paraguay-S2HgBzRT,10.06.2006,England,Paraguay,1:0,1.62,3.34,5.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-10,2006-06,world,2006,world-cup,1,0.0,1.62,True,6.909090909090909,29.09090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/world-cup-2006/germany-costa-rica-MwlNGvch,09.06.2006,Germany,Costa Rica,4:2,1.26,4.98,11.54,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-09,2006-06,world,2006,world-cup,1,0.0,1.26,True,12.727272727272727,42.90909090909091,4.0,2.0,2.0,3.0,0.0
